NC_000866|Enterobacteria phage T4|
YP_001285658.1|0|
YP_001285659.1|0|
YP_001285660.1|0|
YP_001285661.1|0|
YP_001285662.1|0|
YP_001285663.1|0|
YP_001285664.1|0|
YP_001285665.2|0|
YP_001285667.1|0|
YP_001285668.1|0|
YP_001285669.1|0|
YP_001285670.1|0|
*
NC_009543|Xanthomonas phage Xop411|
YP_001285674.1|0|
YP_001285675.1|0|
YP_001285676.1|3|
YP_001285677.1|2|
YP_001285678.1|0|
YP_001285679.1|1|
YP_001285680.1|0|
YP_001285681.1|0|
YP_001285682.2|0|
YP_001285683.1|0|
YP_001285684.1|0|
YP_001285685.1|0|
YP_001285686.2|0|
YP_001285687.1|0|
YP_001285688.1|0|
YP_001285689.1|0|
YP_001285690.1|0|
YP_001285691.1|0|
YP_001285692.1|0|
YP_001285693.1|0|
YP_001285694.1|0|
YP_001285695.1|0|
YP_001285696.1|0|
YP_001285697.1|0|
YP_001285698.2|0|
YP_001285699.2|0|
YP_001285700.1|0|
YP_001285701.2|3|
YP_001285702.1|1|
YP_001285703.1|0|
YP_001285704.1|0|
YP_001285705.1|0|
YP_001285706.1|1|
YP_001285707.1|0|
YP_001285708.1|2|
YP_001285709.1|0|
YP_001285710.1|0|
YP_001285711.1|3|
YP_001285712.1|0|
YP_001285713.1|0|
YP_001285714.1|0|
YP_001285715.1|0|
YP_001285716.2|0|
YP_001285717.1|0|
YP_001285718.1|0|
YP_001285719.1|0|
YP_001285720.1|0|
YP_001285721.1|0|
YP_001285722.1|2|
YP_001285723.2|0|
YP_001285724.2|0|
YP_001285725.1|0|
YP_001469624.1|2|
YP_001469625.1|0|
YP_001469626.1|0|
YP_001469627.1|0|
YP_001469628.1|0|
YP_001469629.1|1|
*
NC_009551|Phormidium phage Pf-WMP3|
YP_001285766.1|0|
YP_001285767.1|0|
YP_001285768.1|0|
YP_001285769.1|0|
YP_001285770.1|0|
YP_001285771.1|0|
YP_001285772.1|0|
YP_001285773.1|0|
YP_001285774.1|0|
YP_001285775.1|0|
YP_001285776.1|0|
YP_001285777.1|0|
YP_001285778.1|1|
YP_001285779.1|0|
YP_001285780.1|0|
YP_001285781.1|0|
YP_001285782.1|0|
YP_001285783.1|0|
YP_001285784.1|0|
YP_001285785.1|0|
YP_001285786.1|0|
YP_001285787.1|0|
YP_001285788.1|0|
YP_001285789.1|0|
YP_001285790.1|0|
YP_001285791.1|0|
YP_001285792.1|0|
YP_001285793.1|0|
YP_001285794.1|0|
YP_001285795.1|0|
YP_001285796.1|0|
YP_001285797.1|2|
YP_001285798.1|0|
YP_001285799.1|0|
YP_001285800.1|1|
YP_001285801.1|0|
YP_001285802.1|0|
YP_001285803.1|0|
YP_001285804.1|0|
YP_001285805.1|0|
YP_001285806.1|0|
*
NC_009552|Geobacillus virus E2|
YP_001285807.1|0|
YP_001285808.1|3|
YP_001285809.1|0|
YP_001285810.1|2|
YP_001285811.1|0|
YP_001285812.1|0|
YP_001285813.1|0|
YP_001285814.1|0|
YP_001285815.1|0|
YP_001285816.1|0|
YP_001285817.1|0|
YP_001285818.1|0|
YP_001285819.1|0|
YP_001285820.1|0|
YP_001285821.1|0|
YP_001285822.1|0|
YP_001285823.1|0|
YP_001285824.1|0|
YP_001285825.1|0|
YP_001285826.1|0|
YP_001285827.1|0|
YP_001285828.1|0|
YP_001285829.1|0|
YP_001285830.1|0|
YP_001285831.1|0|
YP_001285832.1|10|
YP_001285833.1|0|
YP_001285834.1|0|
YP_001285835.1|0|
YP_001285836.1|0|
YP_001285837.1|0|
YP_001285838.1|0|
YP_001285839.1|0|
YP_001285840.1|0|
YP_001285841.1|0|
YP_001285842.1|0|
YP_001285843.1|0|
YP_001285844.1|0|
YP_001285845.1|0|
YP_001285846.1|28|
YP_001285847.1|0|
YP_001285848.1|0|
YP_001285849.1|0|
YP_001285850.1|3|
YP_001285851.1|0|
YP_001285852.1|0|
YP_001285853.1|0|
YP_001285854.1|0|
YP_001285855.1|0|
YP_001285856.1|0|
YP_001285857.1|2|
YP_001285858.1|0|
YP_001285859.1|0|
YP_001285860.1|7|
YP_001285861.1|0|
YP_001285862.1|36|
YP_001285863.1|0|
YP_001285864.1|0|
YP_001285865.1|0|
YP_001285866.1|0|
YP_001285867.1|0|
YP_001285868.1|0|
YP_001522898.1|0|
YP_001522899.1|0|
YP_001522900.1|0|
YP_001522901.1|0|
YP_001522902.1|0|
YP_001522903.1|0|
YP_001522904.1|0|
YP_001522905.1|0|
YP_001522906.1|0|
*
NC_009554|Lactobacillus phage LL-H|
YP_001285876.1|0|
YP_001285877.1|0|
YP_001285878.1|0|
YP_001285879.1|1|
YP_001285880.1|0|
YP_001285881.1|0|
YP_001285882.1|0|
YP_001285883.1|0|
YP_001285884.1|0|
YP_001285885.1|0|
YP_001285886.1|0|
YP_001285887.1|0|
YP_001285888.1|0|
YP_001285889.1|0|
YP_001285890.1|0|
YP_001285891.1|0|
YP_001285892.1|0|
YP_001285893.1|0|
YP_001285894.1|0|
YP_001285895.1|0|
YP_001285896.1|0|
YP_001285897.1|0|
YP_001285898.1|0|
YP_001285899.1|0|
YP_001285900.1|0|
YP_001285901.1|0|
YP_001285902.1|0|
YP_001285903.1|0|
YP_001285904.1|0|
YP_001285905.1|0|
YP_001285906.1|0|
YP_001285907.1|0|
YP_001285908.1|0|
YP_001285909.1|0|
YP_001285910.1|0|
YP_001285911.1|0|
YP_001285912.1|0|
YP_001285913.1|0|
YP_001285914.1|0|
YP_001285915.1|5|
YP_001285916.1|0|
YP_001285917.1|0|
YP_001285918.1|0|
YP_001285919.1|0|
YP_001285920.1|0|
YP_001285921.1|0|
YP_001285922.1|3|
YP_001285923.1|0|
YP_001285924.1|3|
YP_001285925.1|0|
YP_001285926.1|0|
*
NC_009603|Microbacterium phage Min1|
YP_001294761.1|0|
YP_001294762.1|0|
YP_001294763.1|0|
YP_001294764.1|0|
YP_001294765.1|0|
YP_001294766.1|0|
YP_001294767.1|0|
YP_001294768.1|0|
YP_001294769.1|0|
YP_001294770.1|0|
YP_001294771.1|0|
YP_001294772.1|0|
YP_001294773.1|0|
YP_001294774.1|0|
YP_001294775.1|0|
YP_001294776.1|0|
YP_001294777.1|0|
YP_001294778.1|0|
YP_001294779.1|0|
YP_001294780.1|0|
YP_001294781.1|0|
YP_001294782.1|0|
YP_001294783.1|3|
YP_001294784.1|0|
YP_001294785.1|0|
YP_001294786.1|0|
YP_001294787.1|0|
YP_001294788.1|0|
YP_001294789.1|0|
YP_001294790.1|0|
YP_001294791.1|2|
YP_001294792.1|0|
YP_001294793.1|0|
YP_001294794.1|0|
YP_001294795.1|0|
YP_001294796.1|0|
YP_001294797.1|0|
YP_001294798.1|0|
YP_001294799.1|2|
YP_001294800.1|0|
YP_001294801.1|0|
YP_001294802.1|0|
YP_001294803.1|0|
YP_001294804.1|0|
YP_001294805.1|0|
YP_001294806.1|0|
YP_001294807.1|0|
YP_001294808.1|0|
YP_001294809.1|0|
YP_001294810.1|0|
YP_001294811.1|0|
YP_001294812.1|0|
YP_001294813.1|0|
YP_001294814.1|0|
YP_001294815.1|0|
YP_001294816.1|0|
YP_001294817.1|0|
YP_001294818.1|0|
YP_001294819.1|0|
YP_001294820.1|0|
YP_001294821.1|0|
YP_001294822.1|0|
YP_001294823.1|0|
YP_001294824.1|0|
YP_001294825.1|0|
YP_001294826.1|0|
YP_001294827.1|0|
YP_001294828.1|0|
YP_001294829.1|0|
YP_001294830.1|28|
YP_001294831.1|0|
YP_001294832.1|0|
YP_001294833.1|1|
YP_001294834.1|0|
YP_001294835.1|0|
YP_001294836.1|0|
YP_001294837.1|0|
*
NC_009604|Burkholderia phage BcepNY3|
YP_001294838.1|0|
YP_001294839.1|0|
YP_001294840.1|0|
YP_001294841.1|0|
YP_001294842.1|0|
YP_001294843.1|0|
YP_001294844.1|0|
YP_001294845.1|0|
YP_001294846.1|2|
YP_001294847.1|0|
YP_001294848.1|0|
YP_001294849.1|0|
YP_001294850.1|0|
YP_001294851.1|0|
YP_001294852.1|0|
YP_001294853.1|0|
YP_001294854.1|1|
YP_001294855.1|0|
YP_001294856.1|0|
YP_001294857.1|0|
YP_001294858.1|0|
YP_001294859.1|0|
YP_001294860.1|0|
YP_001294861.1|0|
YP_001294862.1|0|
YP_001294863.1|0|
YP_001294864.1|0|
YP_001294865.1|0|
YP_001294866.1|0|
YP_001294867.1|0|
YP_001294868.1|0|
YP_001294869.1|0|
YP_001294870.1|0|
YP_001294871.1|0|
YP_001294872.1|0|
YP_001294873.1|0|
YP_001294874.1|0|
YP_001294875.1|0|
YP_001294876.1|0|
YP_001294877.1|0|
YP_001294878.1|0|
YP_001294879.1|0|
YP_001294880.1|0|
YP_001294881.1|0|
YP_001294882.1|0|
YP_001294883.1|0|
YP_001294884.1|0|
YP_001294885.1|0|
YP_001294886.1|0|
YP_001294887.1|0|
YP_001294888.1|0|
YP_001294889.1|0|
YP_001294890.1|0|
YP_001294891.1|0|
YP_001294892.1|0|
YP_001294893.1|0|
YP_001294894.1|0|
YP_001294895.1|0|
YP_001294896.1|0|
YP_001294897.1|0|
YP_001294898.1|0|
YP_001294899.1|0|
YP_001294900.1|0|
YP_001294901.1|0|
YP_001294902.1|0|
YP_001294903.1|0|
YP_001294904.1|4|
YP_001294905.1|0|
YP_001294906.1|0|
YP_001294907.1|0|
*
NC_009737|Bacillus virus 1|
YP_001425585.1|0|
YP_001425586.1|1|
YP_001425587.1|0|
YP_001425588.1|0|
YP_001425590.2|0|
YP_001425591.2|0|
YP_001425592.2|0|
YP_001425593.1|0|
YP_001425594.1|0|
YP_001425595.1|0|
YP_001425596.1|0|
YP_001425597.1|0|
YP_001425598.1|0|
YP_001425600.2|0|
YP_001425601.1|0|
YP_001425602.1|0|
YP_001425603.1|0|
YP_001425604.1|0|
YP_001425605.1|0|
YP_001425607.2|0|
YP_001425608.1|0|
YP_001425609.1|0|
YP_001425610.1|0|
YP_001425611.1|0|
YP_001425612.1|0|
YP_001425613.1|0|
YP_001425614.1|0|
YP_001425615.1|0|
YP_001425616.1|0|
YP_001425617.1|0|
YP_001425618.1|0|
YP_001425619.1|0|
YP_001425620.2|0|
YP_001425621.1|0|
YP_001425622.1|0|
YP_001425624.1|0|
YP_001425625.1|0|
YP_001425626.1|0|
YP_001425627.1|0|
YP_001425628.1|0|
YP_001425629.1|0|
YP_001425630.1|0|
YP_001425631.1|0|
YP_001425632.1|0|
YP_001522907.1|0|
YP_001522908.1|0|
YP_001522909.1|0|
YP_001522910.1|0|
YP_001522911.1|0|
YP_001522912.1|0|
YP_001522913.1|0|
YP_001522914.1|0|
YP_001522915.1|0|
YP_001522916.1|0|
*
NC_009760|Bacillus phage 0305phi8-36|
YP_001429591.1|0|
YP_001429592.1|0|
YP_001429593.1|0|
YP_001429594.1|0|
YP_001429595.1|0|
YP_001429596.1|0|
YP_001429597.1|0|
YP_001429598.1|0|
YP_001429599.1|0|
YP_001429600.1|0|
YP_001429601.1|0|
YP_001429602.1|0|
YP_001429603.1|0|
YP_001429604.1|0|
YP_001429605.1|0|
YP_001429606.1|0|
YP_001429607.1|0|
YP_001429608.1|0|
YP_001429609.1|0|
YP_001429610.1|0|
YP_001429611.1|0|
YP_001429612.1|0|
YP_001429613.1|0|
YP_001429614.1|0|
YP_001429615.1|0|
YP_001429616.1|0|
YP_001429617.1|0|
YP_001429618.1|0|
YP_001429619.1|0|
YP_001429620.1|0|
YP_001429621.1|0|
YP_001429622.1|0|
YP_001429623.1|0|
YP_001429624.1|0|
YP_001429625.1|0|
YP_001429626.1|0|
YP_001429627.1|0|
YP_001429628.1|0|
YP_001429629.1|0|
YP_001429630.1|0|
YP_001429631.1|1|
YP_001429632.1|0|
YP_001429633.1|0|
YP_001429634.1|0|
YP_001429635.1|0|
YP_001429636.1|0|
YP_001429637.1|0|
YP_001429638.1|0|
YP_001429639.1|0|
YP_001429640.1|0|
YP_001429641.1|0|
YP_001429642.1|0|
YP_001429643.1|0|
YP_001429644.1|0|
YP_001429645.1|0|
YP_001429646.1|0|
YP_001429647.1|0|
YP_001429648.1|0|
YP_001429649.1|0|
YP_001429650.1|0|
YP_001429651.1|0|
YP_001429652.1|0|
YP_001429653.1|0|
YP_001429654.1|0|
YP_001429655.1|0|
YP_001429656.1|0|
YP_001429657.1|0|
YP_001429658.1|0|
YP_001429659.1|0|
YP_001429660.1|0|
YP_001429661.1|0|
YP_001429662.1|0|
YP_001429663.1|0|
YP_001429664.1|0|
YP_001429665.1|0|
YP_001429666.1|0|
YP_001429667.1|0|
YP_001429668.1|0|
YP_001429669.1|0|
YP_001429670.1|0|
YP_001429671.1|0|
YP_001429672.1|0|
YP_001429673.1|0|
YP_001429674.1|0|
YP_001429675.1|0|
YP_001429676.1|0|
YP_001429677.1|0|
YP_001429678.1|0|
YP_001429679.1|0|
YP_001429680.1|0|
YP_001429681.1|0|
YP_001429682.1|0|
YP_001429683.1|0|
YP_001429684.1|0|
YP_001429685.1|0|
YP_001429686.1|0|
YP_001429687.1|4|
YP_001429688.1|0|
YP_001429689.1|0|
YP_001429690.1|0|
YP_001429691.1|0|
YP_001429692.1|0|
YP_001429693.1|0|
YP_001429694.1|0|
YP_001429695.1|0|
YP_001429696.1|0|
YP_001429697.1|0|
YP_001429698.1|0|
YP_001429699.1|0|
YP_001429700.1|0|
YP_001429701.1|0|
YP_001429702.1|0|
YP_001429703.1|0|
YP_001429704.1|0|
YP_001429705.1|0|
YP_001429706.1|0|
YP_001429707.1|0|
YP_001429708.1|0|
YP_001429709.1|0|
YP_001429710.1|0|
YP_001429711.1|0|
YP_001429712.1|0|
YP_001429713.1|0|
YP_001429714.1|0|
YP_001429715.1|0|
YP_001429716.1|2|
YP_001429717.1|0|
YP_001429718.1|0|
YP_001429719.1|0|
YP_001429720.1|0|
YP_001429721.1|0|
YP_001429722.1|0|
YP_001429723.1|0|
YP_001429724.1|0|
YP_001429725.1|0|
YP_001429726.1|0|
YP_001429727.1|5|
YP_001429728.1|0|
YP_001429729.1|0|
YP_001429730.1|0|
YP_001429731.1|0|
YP_001429732.1|0|
YP_001429733.1|0|
YP_001429734.1|0|
YP_001429735.1|0|
YP_001429736.1|0|
YP_001429737.1|0|
YP_001429738.1|0|
YP_001429739.1|0|
YP_001429740.1|0|
YP_001429741.1|0|
YP_001429742.1|0|
YP_001429743.1|1|
YP_001429744.1|0|
YP_001429745.1|0|
YP_001429746.1|0|
YP_001429747.1|0|
YP_001429748.1|0|
YP_001429749.1|0|
YP_001429750.1|52|
YP_001429751.1|0|
YP_001429752.1|0|
YP_001429753.1|0|
YP_001429754.1|0|
YP_001429755.1|6|
YP_001429756.1|0|
YP_001429757.1|0|
YP_001429758.1|0|
YP_001429759.1|6|
YP_001429760.1|0|
YP_001429761.1|17|
YP_001429762.1|1|
YP_001429763.1|0|
YP_001429764.1|0|
YP_001429765.1|0|
YP_001429766.1|0|
YP_001429767.1|2|
YP_001429768.1|0|
YP_001429769.1|0|
YP_001429770.1|0|
YP_001429771.1|0|
YP_001429772.1|0|
YP_001429773.1|0|
YP_001429774.1|0|
YP_001429775.1|0|
YP_001429776.1|0|
YP_001429777.1|0|
YP_001429778.1|0|
YP_001429779.1|0|
YP_001429780.1|0|
YP_001429781.1|0|
YP_001429782.1|0|
YP_001429783.1|0|
YP_001429784.1|0|
YP_001429785.1|0|
YP_001429786.1|0|
YP_001429787.1|0|
YP_001429788.1|0|
YP_001429789.1|0|
YP_001429790.1|0|
YP_001429791.1|0|
YP_001429792.1|0|
YP_001429793.1|0|
YP_001429794.1|0|
YP_001429795.1|0|
YP_001429796.1|0|
YP_001429797.1|0|
YP_001429798.1|0|
YP_001429799.1|0|
YP_001429800.1|0|
YP_001429801.1|0|
YP_001429802.1|0|
YP_001429803.1|0|
YP_001429804.1|0|
YP_001429805.1|2|
YP_001429806.1|0|
YP_001429807.1|0|
YP_001429808.1|0|
YP_001429809.1|0|
YP_001429810.1|0|
YP_001429811.1|0|
YP_001429812.1|0|
YP_001429813.1|0|
YP_001429814.1|0|
YP_001429815.1|0|
YP_001429816.1|0|
YP_001429817.1|0|
YP_001429818.1|0|
YP_001429819.1|0|
YP_001429820.1|0|
YP_001429821.1|0|
YP_001429822.1|0|
YP_001429823.1|0|
YP_001429824.1|0|
YP_001429825.1|0|
YP_001429826.1|0|
YP_001429827.1|0|
YP_001429828.1|0|
YP_001429829.1|0|
YP_001429830.1|0|
YP_001429831.1|0|
YP_001429832.1|0|
YP_001429833.1|0|
YP_001429834.1|0|
YP_001429835.1|0|
YP_001429836.1|0|
*
NC_009761|Staphylococcus phage tp310-1|
YP_001429837.1|0|
YP_001429838.1|0|
YP_001429839.1|0|
YP_001429840.1|0|
YP_001429841.1|0|
YP_001429842.1|0|
YP_001429843.1|0|
YP_001429844.1|0|
YP_001429845.1|0|
YP_001429846.1|0|
YP_001429847.1|0|
YP_001429848.1|0|
YP_001429849.1|0|
YP_001429850.1|0|
YP_001429851.1|0|
YP_001429852.1|0|
YP_001429853.1|0|
YP_001429854.1|0|
YP_001429855.1|0|
YP_001429856.1|0|
YP_001429857.1|0|
YP_001429858.1|0|
YP_001429859.1|0|
YP_001429860.1|0|
YP_001429861.1|0|
YP_001429862.1|0|
YP_001429863.1|0|
YP_001429864.1|0|
YP_001429865.1|0|
YP_001429866.1|0|
YP_001429867.1|0|
YP_001429868.1|0|
YP_001429869.1|0|
YP_001429870.1|0|
YP_001429871.1|0|
YP_001429872.1|0|
YP_001429873.1|1|
YP_001429874.1|0|
YP_001429875.1|0|
YP_001429876.1|0|
YP_001429877.1|0|
YP_001429878.1|0|
YP_001429879.1|0|
YP_001429880.1|0|
YP_001429881.1|0|
YP_001429882.1|0|
YP_001429883.1|1|
YP_001429884.1|0|
YP_001429885.1|0|
YP_001429886.1|0|
YP_001429887.1|0|
YP_001429888.1|0|
YP_001429889.1|0|
YP_001429890.1|0|
YP_001429891.1|0|
YP_001429892.1|0|
YP_001429893.1|0|
YP_001429894.1|0|
YP_001429895.1|0|
*
NC_009762|Staphylococcus phage tp310-2|
YP_001429896.1|0|
YP_001429897.1|0|
YP_001429898.1|0|
YP_001429899.1|0|
YP_001429900.1|0|
YP_001429901.1|0|
YP_001429902.1|0|
YP_001429903.1|0|
YP_001429904.1|0|
YP_001429905.1|0|
YP_001429906.1|0|
YP_001429907.1|0|
YP_001429908.1|0|
YP_001429909.1|0|
YP_001429910.1|0|
YP_001429911.1|0|
YP_001429912.1|0|
YP_001429913.1|0|
YP_001429914.1|3|
YP_001429915.1|0|
YP_001429916.1|2|
YP_001429917.1|0|
YP_001429918.1|0|
YP_001429919.1|0|
YP_001429920.1|0|
YP_001429921.1|0|
YP_001429922.1|0|
YP_001429923.1|0|
YP_001429924.1|0|
YP_001429925.1|0|
YP_001429926.1|0|
YP_001429927.1|0|
YP_001429928.1|0|
YP_001429929.1|0|
YP_001429930.1|0|
YP_001429931.1|0|
YP_001429932.1|0|
YP_001429933.1|0|
YP_001429934.1|0|
YP_001429935.1|1|
YP_001429936.1|6|
YP_001429937.1|0|
YP_001429938.1|0|
YP_001429939.1|0|
YP_001429940.1|0|
YP_001429941.1|0|
YP_001429942.1|6|
YP_001429943.1|0|
YP_001429944.1|0|
YP_001429945.1|0|
YP_001429946.1|0|
YP_001429947.1|0|
YP_001429948.1|0|
YP_001429949.1|0|
YP_001429950.1|0|
YP_001429951.1|0|
YP_001429952.1|0|
YP_001429953.1|0|
YP_001429954.1|0|
YP_001429955.1|0|
YP_001429956.1|0|
YP_001429957.1|0|
YP_001429958.1|0|
YP_001429959.1|0|
YP_001429960.1|0|
YP_001429961.1|0|
YP_001429962.1|0|
*
NC_009763|Staphylococcus phage tp310-3|
YP_001429963.1|0|
YP_001429964.1|0|
YP_001429965.1|0|
YP_001429966.1|0|
YP_001429967.1|0|
YP_001429968.1|0|
YP_001429969.1|0|
YP_001429970.1|0|
YP_001429971.1|0|
YP_001429972.1|0|
YP_001429973.1|0|
YP_001429974.1|0|
YP_001429975.1|0|
YP_001429976.1|0|
YP_001429977.1|0|
YP_001429978.1|0|
YP_001429979.1|0|
YP_001429980.1|0|
YP_001429981.1|0|
YP_001429982.1|0|
YP_001429983.1|0|
YP_001429984.1|0|
YP_001429985.1|0|
YP_001429986.1|0|
YP_001429987.1|0|
YP_001429988.1|0|
YP_001429989.1|0|
YP_001429990.1|0|
YP_001429991.1|0|
YP_001429992.1|0|
YP_001429993.1|0|
YP_001429994.1|0|
YP_001429995.1|0|
YP_001429996.1|0|
YP_001429997.1|0|
YP_001429998.1|0|
YP_001429999.1|0|
YP_001430000.1|0|
YP_001430001.1|1|
YP_001430002.1|0|
YP_001430003.1|0|
YP_001430004.1|0|
YP_001430005.1|0|
YP_001430006.1|0|
YP_001430007.1|0|
YP_001430008.1|0|
YP_001430009.1|0|
YP_001430010.1|1|
YP_001430011.1|0|
YP_001430012.1|0|
YP_001430013.1|0|
YP_001430014.1|0|
YP_001430015.1|0|
YP_001430016.1|0|
YP_001430017.1|0|
YP_001430018.1|0|
YP_001430019.1|0|
YP_001430020.1|0|
*
NC_009799|Corynebacterium phage BFK20|
YP_001456731.1|0|
YP_001456732.1|0|
YP_001456733.1|0|
YP_001456734.1|0|
YP_001456735.1|0|
YP_001456736.1|0|
YP_001456737.1|0|
YP_001456738.1|0|
YP_001456739.1|0|
YP_001456740.1|0|
YP_001456741.1|0|
YP_001456742.1|0|
YP_001456743.1|0|
YP_001456744.1|0|
YP_001456745.1|0|
YP_001456746.1|0|
YP_001456747.1|0|
YP_001456748.1|0|
YP_001456749.1|0|
YP_001456750.1|0|
YP_001456751.1|0|
YP_001456752.1|0|
YP_001456753.1|0|
YP_001456754.2|0|
YP_001456756.1|0|
YP_001456757.1|0|
YP_001456758.1|0|
YP_001456759.1|0|
YP_001456760.1|0|
YP_001456761.1|0|
YP_001456762.1|0|
YP_001456763.1|0|
YP_001456764.1|0|
YP_001456765.1|0|
YP_001456766.1|0|
YP_001456767.1|0|
YP_001456768.1|0|
YP_001456769.1|0|
YP_001456770.1|0|
YP_001456771.1|1|
YP_001456772.1|0|
YP_001456773.1|0|
YP_001456774.1|0|
YP_001456775.1|0|
YP_001456776.1|0|
YP_001456777.1|0|
YP_001456778.1|0|
YP_001456779.1|0|
YP_001456780.1|0|
YP_001456781.1|0|
YP_001456782.1|0|
YP_001456783.1|0|
YP_001456784.1|0|
YP_001456785.1|0|
*
NC_009803|Thermus phage P23-45|
YP_001467854.1|0|
YP_001467855.1|0|
YP_001467856.1|0|
YP_001467857.1|0|
YP_001467858.1|0|
YP_001467859.1|0|
YP_001467860.1|0|
YP_001467861.1|0|
YP_001467862.1|0|
YP_001467863.1|0|
YP_001467864.1|4|
YP_001467865.1|0|
YP_001467866.1|2|
YP_001467867.1|1|
YP_001467868.1|0|
YP_001467869.1|0|
YP_001467870.1|0|
YP_001467871.1|0|
YP_001467872.1|0|
YP_001467873.1|0|
YP_001467874.1|0|
YP_001467875.1|0|
YP_001467876.1|0|
YP_001467877.1|4|
YP_001467878.1|0|
YP_001467879.1|0|
YP_001467880.1|0|
YP_001467881.1|0|
YP_001467882.1|0|
YP_001467883.1|0|
YP_001467884.1|0|
YP_001467885.1|0|
YP_001467886.1|0|
YP_001467887.1|0|
YP_001467888.1|0|
YP_001467889.1|0|
YP_001467890.1|0|
YP_001467891.1|0|
YP_001467892.1|0|
YP_001467893.1|0|
YP_001467894.1|0|
YP_001467895.1|0|
YP_001467896.1|0|
YP_001467897.1|0|
YP_001467898.1|0|
YP_001467899.1|0|
YP_001467900.1|0|
YP_001467901.1|0|
YP_001467902.1|0|
YP_001467903.1|0|
YP_001467904.1|0|
YP_001467905.1|0|
YP_001467906.1|0|
YP_001467907.1|0|
YP_001467908.1|0|
YP_001467909.1|0|
YP_001467910.1|0|
YP_001467911.1|0|
YP_001467912.1|0|
YP_001467913.1|0|
YP_001467914.1|0|
YP_001467915.1|0|
YP_001467916.1|0|
YP_001467917.1|0|
YP_001467918.1|0|
YP_001467919.1|0|
YP_001467920.1|0|
YP_001467921.1|0|
YP_001467922.1|0|
YP_001467923.1|0|
YP_001467924.1|0|
YP_001467925.1|0|
YP_001467926.1|0|
YP_001467927.1|0|
YP_001467928.1|0|
YP_001467929.1|0|
YP_001467930.1|0|
YP_001467931.1|0|
YP_001467932.1|0|
YP_001467933.1|0|
YP_001467934.1|0|
YP_001467935.1|0|
YP_001467936.1|0|
YP_001467937.1|0|
YP_001467938.1|0|
YP_001467939.1|0|
YP_001467940.1|0|
YP_001467941.1|0|
YP_001467942.1|0|
YP_001467943.1|0|
YP_001467944.1|0|
YP_001467945.1|0|
YP_001467946.1|0|
YP_001467947.1|0|
YP_001467948.1|0|
YP_001467949.1|4|
YP_001467950.1|0|
YP_001467951.1|0|
YP_001467952.1|0|
YP_001467953.1|0|
YP_001467954.1|0|
YP_001467955.1|0|
YP_001467956.1|0|
YP_001467957.1|0|
YP_001467958.2|0|
YP_001467959.1|0|
YP_001467960.1|0|
YP_001467961.1|0|
YP_001467962.1|0|
YP_001467963.1|0|
YP_001467964.1|0|
YP_001467965.1|0|
YP_001467966.1|0|
YP_001467967.1|0|
YP_001467968.1|0|
YP_001467969.1|0|
YP_001467970.1|0|
*
NC_009804|Thermus phage P74-26|
YP_001467971.1|0|
YP_001467972.1|0|
YP_001467973.1|0|
YP_001467974.1|0|
YP_001467975.1|0|
YP_001467976.1|0|
YP_001467977.1|0|
YP_001467978.1|0|
YP_001467979.1|0|
YP_001467980.1|0|
YP_001467981.1|4|
YP_001467982.1|0|
YP_001467983.1|2|
YP_001467984.1|1|
YP_001467985.1|0|
YP_001467986.1|0|
YP_001467987.1|0|
YP_001467988.1|0|
YP_001467989.1|0|
YP_001467990.1|0|
YP_001467991.1|0|
YP_001467992.1|5|
YP_001467993.1|0|
YP_001467994.1|0|
YP_001467995.1|0|
YP_001467996.1|0|
YP_001467997.1|0|
YP_001467998.1|0|
YP_001467999.1|0|
YP_001468000.1|0|
YP_001468001.1|0|
YP_001468002.1|0|
YP_001468003.1|0|
YP_001468004.1|0|
YP_001468005.1|0|
YP_001468006.1|0|
YP_001468007.1|0|
YP_001468008.1|0|
YP_001468009.1|0|
YP_001468010.1|0|
YP_001468011.1|0|
YP_001468012.1|0|
YP_001468013.1|0|
YP_001468014.1|0|
YP_001468015.1|0|
YP_001468016.1|0|
YP_001468017.1|0|
YP_001468018.1|0|
YP_001468019.1|0|
YP_001468020.1|0|
YP_001468021.1|0|
YP_001468022.1|0|
YP_001468023.1|0|
YP_001468024.1|0|
YP_001468025.1|0|
YP_001468026.1|0|
YP_001468027.1|0|
YP_001468028.1|0|
YP_001468029.1|0|
YP_001468030.1|0|
YP_001468031.1|0|
YP_001468032.1|0|
YP_001468033.1|0|
YP_001468034.1|0|
YP_001468035.1|0|
YP_001468036.1|0|
YP_001468037.1|0|
YP_001468038.1|0|
YP_001468039.1|0|
YP_001468040.1|0|
YP_001468041.1|0|
YP_001468042.1|0|
YP_001468043.1|0|
YP_001468044.1|0|
YP_001468045.1|0|
YP_001468046.1|0|
YP_001468047.1|0|
YP_001468048.1|0|
YP_001468049.1|0|
YP_001468050.1|0|
YP_001468051.1|0|
YP_001468052.1|0|
YP_001468053.1|0|
YP_001468054.1|0|
YP_001468055.1|0|
YP_001468056.1|0|
YP_001468057.1|0|
YP_001468058.1|0|
YP_001468059.1|0|
YP_001468060.1|0|
YP_001468061.1|0|
YP_001468062.1|0|
YP_001468063.1|0|
YP_001468064.1|0|
YP_001468065.1|1|
YP_001468066.1|0|
YP_001468067.1|0|
YP_001468068.1|0|
YP_001468069.1|0|
YP_001468070.1|0|
YP_001468071.1|0|
YP_001468072.1|0|
YP_001468073.1|0|
